 run burst level fpga channel peak over_thr peak_space peak_time 1st_sample 2nd_sample 3rd_sample 4th_sample 5th_sample timestamp
1208 6235.0 41446 l1 PP1 6.0 57.0 1.0 1.0 0.0 0.0 1.0 3.0 6.0 10.0 80002158.0
1209 6235.0 41446 l1 PP1 6.0 58.0 1.0 1.0 1.0 0.0 2.0 5.0 9.0 7.0 80002159.0
1210 6235.0 41446 l1 PP1 6.0 59.0 1.0 1.0 1.0 0.0 1.0 2.0 6.0 6.0 80002241.0
1211 6235.0 41446 l1 PP1 6.0 60.0 1.0 1.0 0.0 0.0 0.0 2.0 9.0 14.0 80002251.0
1212 6235.0 41446 l1 PP1 6.0 61.0 1.0 1.0 1.0 0.0 2.0 9.0 14.0 11.0 80002252.0
1213 6235.0 41446 l1 PP1 6.0 62.0 1.0 1.0 0.0 0.0 7.0 12.0 9.0 2.0 80002253.0
1214 6235.0 41446 l1 PP1 6.0 63.0 1.0 1.0 0.0 0.0 0.0 3.0 10.0 13.0 80002365.0
1215 6235.0 41446 l1 PP1 6.0 64.0 1.0 1.0 1.0 0.0 3.0 10.0 13.0 9.0 80002366.0
1216 6235.0 41446 l1 PP1 6.0 65.0 1.0 1.0 0.0 0.0 7.0 10.0 6.0 2.0 80002367.0
1217 6235.0 41446 l1 PP1 6.0 66.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 4.0 80002495.0
1218 6235.0 41446 l1 PP1 6.0 67.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 4.0 80002575.0
1219 6235.0 41446 l1 PP1 6.0 68.0 1.0 1.0 0.0 0.0 2.0 2.0 7.0 19.0 80002601.0
1220 6235.0 41446 l1 PP1 6.0 69.0 1.0 1.0 0.0 0.0 0.0 5.0 17.0 28.0 80002602.0
1221 6235.0 41446 l1 PP1 6.0 70.0 1.0 1.0 1.0 0.0 5.0 17.0 28.0 27.0 80002603.0
1222 6235.0 41446 l1 PP1 6.0 71.0 1.0 1.0 0.0 0.0 12.0 23.0 22.0 11.0 80002604.0
1223 6235.0 41446 l1 PP1 6.0 72.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 12.0 80002778.0
1224 6235.0 41446 l1 PP1 6.0 73.0 1.0 1.0 1.0 0.0 0.0 7.0 13.0 13.0 80002779.0
1225 6235.0 41446 l1 PP1 6.0 74.0 1.0 1.0 1.0 0.0 7.0 13.0 13.0 8.0 80002780.0
1226 6235.0 41446 l1 PP1 6.0 75.0 1.0 1.0 0.0 0.0 3.0 3.0 6.0 43.0 80002787.0
1227 6235.0 41446 l1 PP1 6.0 76.0 1.0 1.0 0.0 0.0 0.0 3.0 40.0 84.0 80002788.0
1228 6235.0 41446 l1 PP1 6.0 77.0 1.0 1.0 1.0 0.0 3.0 40.0 84.0 80.0 80002789.0
1229 6235.0 41446 l1 PP1 6.0 78.0 1.0 1.0 0.0 0.0 37.0 81.0 77.0 39.0 80002790.0
1230 6235.0 41446 l1 PP1 6.0 79.0 1.0 1.0 1.0 0.0 1.0 7.0 12.0 9.0 80002810.0
1231 6235.0 41446 l1 PP1 6.0 80.0 1.0 1.0 0.0 0.0 6.0 11.0 8.0 3.0 80002811.0
1232 6235.0 41446 l1 PP1 6.0 81.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 5.0 80002898.0
1233 6235.0 41446 l1 PP1 6.0 82.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 10.0 80002940.0
1234 6235.0 41446 l1 PP1 6.0 83.0 1.0 1.0 1.0 0.0 3.0 9.0 10.0 5.0 80002941.0
1235 6235.0 41446 l1 PP1 6.0 84.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 5.0 80003036.0
1236 6235.0 41446 l1 PP1 6.0 85.0 1.0 1.0 1.0 0.0 0.0 2.0 7.0 5.0 80003040.0
1237 6235.0 41446 l1 PP1 6.0 86.0 1.0 1.0 0.0 0.0 4.0 9.0 7.0 3.0 80003041.0
1238 6235.0 41446 l1 PP1 6.0 87.0 1.0 1.0 0.0 0.0 0.0 6.0 32.0 49.0 80003164.0
1239 6235.0 41446 l1 PP1 6.0 88.0 1.0 1.0 1.0 0.0 6.0 32.0 49.0 39.0 80003165.0
1240 6235.0 41446 l1 PP1 6.0 89.0 1.0 1.0 0.0 0.0 26.0 43.0 33.0 13.0 80003166.0
1241 6235.0 41446 l1 PP1 6.0 90.0 1.0 1.0 0.0 0.0 0.0 3.0 7.0 8.0 80003214.0
1242 6235.0 41446 l1 PP1 6.0 91.0 1.0 1.0 1.0 0.0 3.0 7.0 8.0 6.0 80003215.0
1243 6235.0 41446 l1 PP1 6.0 92.0 1.0 1.0 1.0 0.0 1.0 5.0 6.0 4.0 80003261.0
1244 6235.0 41446 l1 PP1 6.0 93.0 1.0 1.0 1.0 0.0 1.0 6.0 13.0 11.0 80003422.0
1245 6235.0 41446 l1 PP1 6.0 94.0 1.0 1.0 0.0 0.0 5.0 12.0 10.0 5.0 80003423.0
1246 6235.0 41446 l1 PP1 6.0 95.0 1.0 1.0 1.0 0.0 0.0 5.0 9.0 8.0 80003433.0
1247 6235.0 41446 l1 PP1 6.0 96.0 1.0 1.0 0.0 0.0 5.0 9.0 8.0 5.0 80003434.0
1248 6235.0 41446 l1 PP1 6.0 97.0 1.0 1.0 0.0 0.0 0.0 4.0 10.0 12.0 80003500.0
1249 6235.0 41446 l1 PP1 6.0 98.0 1.0 1.0 0.0 0.0 4.0 10.0 12.0 15.0 80003501.0
1250 6235.0 41446 l1 PP1 6.0 99.0 1.0 1.0 0.0 0.0 6.0 8.0 11.0 12.0 80003502.0
1251 6235.0 41446 l1 PP1 6.0 100.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 2.0 80003503.0
1252 6235.0 41446 l1 PP1 6.0 101.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 4.0 80003508.0
1253 6235.0 41446 l1 PP1 6.0 102.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 7.0 80003589.0
1254 6235.0 41446 l1 PP1 6.0 103.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 3.0 80003590.0
1255 6235.0 41446 l1 PP1 6.0 104.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 7.0 80003638.0
1256 6235.0 41446 l1 PP1 6.0 105.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 3.0 80003639.0
1257 6235.0 41446 l1 PP1 6.0 106.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 9.0 80003655.0
1258 6235.0 41446 l1 PP1 6.0 107.0 1.0 1.0 1.0 0.0 1.0 7.0 10.0 7.0 80003656.0
1259 6235.0 41446 l1 PP1 6.0 108.0 1.0 1.0 0.0 0.0 6.0 9.0 6.0 2.0 80003657.0
1260 6235.0 41446 l1 PP1 6.0 109.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 80003668.0
1261 6235.0 41446 l1 PP1 6.0 110.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 4.0 80003669.0
1262 6235.0 41446 l1 PP1 6.0 111.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 8.0 80003713.0
1263 6235.0 41446 l1 PP1 6.0 112.0 1.0 1.0 1.0 0.0 2.0 6.0 8.0 5.0 80003714.0
1264 6235.0 41446 l1 PP1 6.0 113.0 1.0 1.0 0.0 0.0 1.0 1.0 10.0 18.0 80003858.0
1265 6235.0 41446 l1 PP1 6.0 114.0 1.0 1.0 1.0 0.0 0.0 9.0 17.0 14.0 80003859.0
1266 6235.0 41446 l1 PP1 6.0 115.0 1.0 1.0 0.0 0.0 9.0 17.0 14.0 7.0 80003860.0
1267 6235.0 41446 l1 PP1 6.0 116.0 1.0 1.0 0.0 0.0 1.0 3.0 8.0 11.0 80003873.0
1268 6235.0 41446 l1 PP1 6.0 117.0 1.0 1.0 1.0 0.0 2.0 7.0 10.0 9.0 80003874.0
1269 6235.0 41446 l1 PP1 6.0 118.0 1.0 1.0 0.0 0.0 5.0 8.0 7.0 2.0 80003875.0
1270 6235.0 41446 l1 PP1 6.0 119.0 1.0 1.0 0.0 0.0 0.0 0.0 8.0 21.0 80003879.0
1271 6235.0 41446 l1 PP1 6.0 120.0 1.0 1.0 1.0 0.0 0.0 11.0 24.0 23.0 80003880.0
1272 6235.0 41446 l1 PP1 6.0 121.0 1.0 1.0 0.0 0.0 12.0 25.0 24.0 13.0 80003881.0
1273 6235.0 41446 l1 PP1 6.0 122.0 1.0 1.0 0.0 0.0 1.0 2.0 7.0 9.0 80003970.0
1274 6235.0 41446 l1 PP1 6.0 123.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 5.0 80003971.0
1275 6235.0 41446 l1 PP1 6.0 124.0 1.0 1.0 0.0 0.0 1.0 3.0 6.0 7.0 80003990.0
1276 6235.0 41446 l1 PP1 6.0 125.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 4.0 80003991.0
1277 6235.0 41446 l1 PP1 6.0 126.0 1.0 1.0 1.0 0.0 0.0 4.0 9.0 8.0 80004031.0
1278 6235.0 41446 l1 PP1 6.0 127.0 1.0 1.0 0.0 0.0 4.0 9.0 8.0 4.0 80004032.0
1279 6235.0 41446 l1 PP1 6.0 128.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 8.0 80004090.0
1280 6235.0 41446 l1 PP1 6.0 129.0 1.0 1.0 1.0 0.0 2.0 8.0 9.0 6.0 80004091.0
1281 6235.0 41446 l1 PP1 6.0 130.0 1.0 1.0 1.0 0.0 1.0 3.0 6.0 5.0 80004140.0
1282 6235.0 41446 l1 PP1 6.0 131.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 7.0 80004167.0
1283 6235.0 41446 l1 PP1 6.0 132.0 1.0 1.0 1.0 0.0 2.0 6.0 7.0 4.0 80004168.0
1284 6235.0 41446 l1 PP1 6.0 133.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 8.0 80004326.0
1285 6235.0 41446 l1 PP1 6.0 134.0 1.0 1.0 1.0 0.0 2.0 8.0 9.0 5.0 80004327.0
1286 6235.0 41446 l1 PP1 6.0 135.0 1.0 1.0 1.0 0.0 1.0 5.0 6.0 3.0 80004603.0
1287 6235.0 41446 l1 PP1 6.0 136.0 1.0 1.0 0.0 0.0 1.0 5.0 11.0 14.0 80004664.0
1288 6235.0 41446 l1 PP1 6.0 137.0 1.0 1.0 1.0 0.0 4.0 10.0 13.0 10.0 80004665.0
1289 6235.0 41446 l1 PP1 6.0 138.0 1.0 1.0 0.0 0.0 6.0 9.0 6.0 2.0 80004666.0
1290 6235.0 41446 l1 PP1 6.0 139.0 1.0 1.0 1.0 0.0 0.0 5.0 12.0 12.0 80004675.0
1291 6235.0 41446 l1 PP1 6.0 140.0 1.0 1.0 1.0 0.0 5.0 12.0 12.0 7.0 80004676.0
1292 6235.0 41446 l1 PP1 6.0 141.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 4.0 80004706.0
1293 6235.0 41446 l1 PP1 6.0 142.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 4.0 80004757.0
1294 6235.0 41446 l1 PP1 6.0 143.0 1.0 1.0 0.0 0.0 1.0 4.0 6.0 9.0 80004791.0
1295 6235.0 41446 l1 PP1 6.0 144.0 1.0 1.0 1.0 0.0 3.0 5.0 8.0 6.0 80004792.0
1296 6235.0 41446 l1 PP1 6.0 145.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 6.0 80004962.0
1297 6235.0 41446 l1 PP1 6.0 146.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 3.0 80004963.0
1298 6235.0 41446 l1 PP1 6.0 147.0 1.0 1.0 1.0 0.0 2.0 6.0 7.0 5.0 80005126.0
1299 6235.0 41446 l1 PP1 6.0 148.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 3.0 80005130.0
1300 6235.0 41446 l1 PP1 6.0 149.0 1.0 1.0 0.0 0.0 0.0 2.0 8.0 10.0 80005278.0
1301 6235.0 41446 l1 PP1 6.0 150.0 1.0 1.0 1.0 0.0 2.0 8.0 10.0 6.0 80005279.0
1302 6235.0 41446 l1 PP1 6.0 151.0 1.0 1.0 0.0 0.0 0.0 0.0 13.0 96.0 80005358.0
1303 6235.0 41446 l1 PP1 6.0 152.0 1.0 1.0 0.0 0.0 0.0 13.0 96.0 155.0 80005359.0
1304 6235.0 41446 l1 PP1 6.0 153.0 1.0 1.0 1.0 0.0 13.0 96.0 155.0 122.0 80005360.0
1305 6235.0 41446 l1 PP1 6.0 154.0 1.0 1.0 0.0 0.0 83.0 142.0 109.0 49.0 80005361.0
1306 6235.0 41446 l1 PP1 6.0 155.0 1.0 1.0 1.0 0.0 1.0 5.0 6.0 5.0 80005382.0
1307 6235.0 41446 l1 PP1 6.0 156.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 4.0 80005569.0
1308 6235.0 41446 l1 PP1 6.0 157.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 14.0 80005597.0
1309 6235.0 41446 l1 PP1 6.0 158.0 1.0 1.0 1.0 0.0 0.0 6.0 14.0 13.0 80005598.0
1310 6235.0 41446 l1 PP1 6.0 159.0 1.0 1.0 0.0 0.0 6.0 14.0 13.0 8.0 80005599.0
1311 6235.0 41446 l1 PP1 6.0 160.0 1.0 1.0 0.0 0.0 1.0 3.0 7.0 8.0 80005624.0
1312 6235.0 41446 l1 PP1 6.0 161.0 1.0 1.0 1.0 0.0 2.0 6.0 7.0 4.0 80005625.0
1313 6235.0 41446 l1 PP1 6.0 162.0 1.0 1.0 0.0 0.0 1.0 2.0 9.0 17.0 80005640.0
1314 6235.0 41446 l1 PP1 6.0 163.0 1.0 1.0 1.0 0.0 1.0 8.0 16.0 14.0 80005641.0
1315 6235.0 41446 l1 PP1 6.0 164.0 1.0 1.0 0.0 0.0 7.0 15.0 13.0 5.0 80005642.0
1316 6235.0 41446 l1 PP1 6.0 165.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 4.0 80005811.0
1317 6235.0 41446 l1 PP1 6.0 166.0 1.0 1.0 0.0 0.0 1.0 1.0 14.0 76.0 80005903.0
1318 6235.0 41446 l1 PP1 6.0 167.0 1.0 1.0 0.0 0.0 0.0 13.0 75.0 114.0 80005904.0
1319 6235.0 41446 l1 PP1 6.0 168.0 1.0 1.0 1.0 0.0 13.0 75.0 114.0 88.0 80005905.0
1320 6235.0 41446 l1 PP1 6.0 169.0 1.0 1.0 0.0 0.0 62.0 101.0 75.0 29.0 80005906.0
1321 6235.0 41446 l1 PP1 6.0 170.0 1.0 1.0 1.0 0.0 2.0 6.0 8.0 5.0 80005939.0
1322 6235.0 41446 l1 PP1 6.0 171.0 1.0 1.0 1.0 0.0 2.0 5.0 7.0 5.0 80006033.0
1323 6235.0 41446 l1 PP1 6.0 172.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 5.0 80006112.0
1324 6235.0 41446 l1 PP1 6.0 173.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 5.0 80006126.0
1325 6235.0 41446 l1 PP1 6.0 174.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 10.0 80006357.0
1326 6235.0 41446 l1 PP1 6.0 175.0 1.0 1.0 1.0 0.0 4.0 10.0 11.0 8.0 80006358.0
1327 6235.0 41446 l1 PP1 6.0 176.0 1.0 1.0 0.0 0.0 1.0 0.0 6.0 15.0 80006374.0
1328 6235.0 41446 l1 PP1 6.0 177.0 1.0 1.0 1.0 0.0 0.0 5.0 14.0 12.0 80006375.0
1329 6235.0 41446 l1 PP1 6.0 178.0 1.0 1.0 0.0 0.0 6.0 15.0 13.0 6.0 80006376.0
1330 6235.0 41446 l1 PP1 6.0 179.0 1.0 1.0 1.0 0.0 1.0 5.0 8.0 6.0 80006393.0
1331 6235.0 41446 l1 PP1 6.0 180.0 1.0 1.0 1.0 0.0 0.0 2.0 7.0 6.0 80006443.0
1332 6235.0 41446 l1 PP1 6.0 181.0 1.0 1.0 0.0 0.0 2.0 7.0 6.0 3.0 80006444.0
1333 6235.0 41446 l1 PP1 6.0 182.0 1.0 1.0 0.0 0.0 0.0 2.0 8.0 9.0 80006470.0
1334 6235.0 41446 l1 PP1 6.0 183.0 1.0 1.0 1.0 0.0 2.0 8.0 9.0 6.0 80006471.0
1335 6235.0 41446 l1 PP1 6.0 184.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 8.0 80006491.0
1336 6235.0 41446 l1 PP1 6.0 185.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 5.0 80006492.0
1337 6235.0 41446 l1 PP1 6.0 186.0 1.0 1.0 1.0 0.0 0.0 5.0 11.0 10.0 80006514.0
1338 6235.0 41446 l1 PP1 6.0 187.0 1.0 1.0 0.0 0.0 6.0 12.0 11.0 6.0 80006515.0
1339 6235.0 41446 l1 PP1 6.0 188.0 1.0 1.0 1.0 0.0 2.0 5.0 8.0 7.0 80006548.0
1340 6235.0 41446 l1 PP1 6.0 189.0 1.0 1.0 0.0 0.0 1.0 4.0 30.0 58.0 80006746.0
1341 6235.0 41446 l1 PP1 6.0 190.0 1.0 1.0 1.0 0.0 3.0 29.0 57.0 51.0 80006747.0
1342 6235.0 41446 l1 PP1 6.0 191.0 1.0 1.0 0.0 0.0 26.0 54.0 48.0 24.0 80006748.0
1343 6235.0 41446 l1 PP1 6.0 192.0 1.0 1.0 1.0 0.0 1.0 5.0 6.0 4.0 80006756.0
1344 6235.0 41446 l1 PP1 6.0 193.0 1.0 1.0 0.0 0.0 1.0 1.0 18.0 99.0 80006896.0
1345 6235.0 41446 l1 PP1 6.0 194.0 1.0 1.0 0.0 0.0 0.0 17.0 98.0 152.0 80006897.0
1346 6235.0 41446 l1 PP1 6.0 195.0 1.0 1.0 1.0 0.0 17.0 98.0 152.0 120.0 80006898.0
1347 6235.0 41446 l1 PP1 6.0 196.0 1.0 1.0 0.0 0.0 81.0 135.0 103.0 40.0 80006899.0
1348 6235.0 41446 l1 PP1 6.0 197.0 1.0 1.0 0.0 0.0 0.0 0.0 9.0 20.0 80006905.0
1349 6235.0 41446 l1 PP1 6.0 198.0 1.0 1.0 1.0 0.0 1.0 14.0 25.0 20.0 80006906.0
1350 6235.0 41446 l1 PP1 6.0 199.0 1.0 1.0 0.0 0.0 13.0 24.0 19.0 8.0 80006907.0
1351 6235.0 41446 l1 PP1 6.0 200.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 6.0 80007033.0
1352 6235.0 41446 l1 PP1 6.0 201.0 1.0 1.0 0.0 0.0 0.0 2.0 13.0 18.0 80007123.0
1353 6235.0 41446 l1 PP1 6.0 202.0 1.0 1.0 1.0 0.0 2.0 13.0 18.0 13.0 80007124.0
1354 6235.0 41446 l1 PP1 6.0 203.0 1.0 1.0 0.0 0.0 11.0 16.0 11.0 4.0 80007125.0
1355 6235.0 41446 l1 PP1 6.0 204.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 12.0 80007363.0
1356 6235.0 41446 l1 PP1 6.0 205.0 1.0 1.0 1.0 0.0 0.0 6.0 12.0 11.0 80007364.0
1357 6235.0 41446 l1 PP1 6.0 206.0 1.0 1.0 0.0 0.0 6.0 12.0 11.0 8.0 80007365.0
1358 6235.0 41446 l1 PP1 6.0 207.0 1.0 1.0 1.0 0.0 0.0 4.0 10.0 10.0 80007516.0
1359 6235.0 41446 l1 PP1 6.0 208.0 1.0 1.0 1.0 0.0 4.0 10.0 10.0 4.0 80007517.0
1360 6235.0 41446 l1 PP1 6.0 209.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 5.0 80007556.0
1361 6235.0 41446 l1 PP1 6.0 210.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 11.0 80007665.0
1362 6235.0 41446 l1 PP1 6.0 211.0 1.0 1.0 1.0 0.0 2.0 9.0 12.0 10.0 80007666.0
1363 6235.0 41446 l1 PP1 6.0 212.0 1.0 1.0 0.0 0.0 7.0 10.0 8.0 2.0 80007667.0
1364 6235.0 41446 l1 PP1 6.0 213.0 1.0 1.0 0.0 0.0 0.0 3.0 10.0 11.0 80007724.0
1365 6235.0 41446 l1 PP1 6.0 214.0 1.0 1.0 1.0 0.0 4.0 11.0 12.0 7.0 80007725.0
1366 6235.0 41446 l1 PP1 6.0 215.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 3.0 80007787.0
1367 6235.0 41446 l1 PP1 6.0 216.0 1.0 1.0 0.0 0.0 2.0 3.0 7.0 9.0 80007809.0
1368 6235.0 41446 l1 PP1 6.0 217.0 1.0 1.0 1.0 0.0 1.0 5.0 7.0 5.0 80007810.0
1369 6235.0 41446 l1 PP1 6.0 218.0 1.0 1.0 0.0 0.0 0.0 1.0 17.0 30.0 80007851.0
1370 6235.0 41446 l1 PP1 6.0 219.0 1.0 1.0 1.0 0.0 2.0 18.0 31.0 25.0 80007852.0
1371 6235.0 41446 l1 PP1 6.0 220.0 1.0 1.0 0.0 0.0 16.0 29.0 23.0 10.0 80007853.0
1372 6235.0 41446 l1 PP1 6.0 221.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 9.0 80007950.0
1373 6235.0 41446 l1 PP1 6.0 222.0 1.0 1.0 1.0 0.0 2.0 8.0 10.0 5.0 80007951.0
1374 6235.0 41446 l1 PP1 6.0 223.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 7.0 80007971.0
1375 6235.0 41446 l1 PP1 6.0 224.0 1.0 1.0 0.0 0.0 5.0 7.0 6.0 2.0 80007972.0
1376 6235.0 41446 l1 PP0 2.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 22.0 80001675.0
1377 6235.0 41446 l1 PP0 2.0 1.0 1.0 1.0 0.0 0.0 0.0 7.0 22.0 23.0 80001676.0
1378 6235.0 41446 l1 PP0 2.0 2.0 1.0 1.0 1.0 0.0 7.0 22.0 23.0 12.0 80001677.0
1379 6235.0 41446 l1 PP0 3.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 29.0 83.0 80001675.0
1380 6235.0 41446 l1 PP0 3.0 1.0 1.0 1.0 0.0 0.0 1.0 29.0 83.0 93.0 80001676.0
1381 6235.0 41446 l1 PP0 3.0 2.0 1.0 1.0 1.0 0.0 28.0 82.0 92.0 56.0 80001677.0
1382 6235.0 41446 l1 PP0 3.0 3.0 1.0 1.0 0.0 0.0 54.0 64.0 28.0 0.0 80001678.0
1383 6235.0 41446 l1 PP0 3.0 4.0 1.0 1.0 1.0 0.0 1.0 4.0 8.0 8.0 80007573.0
1384 6235.0 41446 l1 PP0 3.0 5.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 3.0 80007574.0
1385 6235.0 41446 l1 PP0 4.0 0.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 5.0 80000734.0
1386 6235.0 41446 l1 PP0 4.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 9.0 80004440.0
1387 6235.0 41446 l1 PP0 4.0 2.0 1.0 1.0 1.0 0.0 2.0 8.0 10.0 8.0 80004441.0
1388 6235.0 41446 l1 PP0 4.0 3.0 1.0 1.0 0.0 0.0 6.0 8.0 6.0 2.0 80004442.0
1389 6235.0 41446 l1 PP0 4.0 4.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 5.0 80004630.0
1390 6235.0 41446 l1 PP0 4.0 5.0 1.0 1.0 1.0 0.0 1.0 4.0 8.0 6.0 80007995.0
1391 6235.0 41446 l1 PP0 5.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 10.0 80002865.0
1392 6235.0 41446 l1 PP0 5.0 1.0 1.0 1.0 1.0 0.0 2.0 6.0 10.0 8.0 80002866.0
1393 6235.0 41446 l1 PP0 5.0 2.0 1.0 1.0 0.0 0.0 4.0 8.0 6.0 1.0 80002867.0
1394 6235.0 41446 l1 PP0 5.0 3.0 1.0 1.0 0.0 0.0 1.0 2.0 6.0 9.0 80003510.0
1395 6235.0 41446 l1 PP0 5.0 4.0 1.0 1.0 1.0 0.0 1.0 5.0 8.0 6.0 80003511.0
1396 6235.0 41446 l1 PP0 5.0 5.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 5.0 80006944.0
1397 6235.0 41446 l1 PP0 5.0 6.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 8.0 80007397.0
1398 6235.0 41446 l1 PP0 5.0 7.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 4.0 80007398.0
1399 6235.0 41446 l1 PP0 5.0 8.0 1.0 1.0 0.0 0.0 0.0 1.0 10.0 17.0 80007994.0
1400 6235.0 41446 l1 PP0 5.0 9.0 1.0 1.0 1.0 0.0 1.0 10.0 17.0 16.0 80007995.0
1401 6235.0 41446 l1 PP0 5.0 10.0 1.0 1.0 0.0 0.0 9.0 16.0 15.0 7.0 80007996.0
1402 6235.0 41446 l1 PP0 6.0 0.0 1.0 1.0 1.0 0.0 0.0 3.0 8.0 6.0 80000344.0
1403 6235.0 41446 l1 PP0 6.0 1.0 1.0 1.0 0.0 0.0 4.0 9.0 7.0 3.0 80000345.0
1404 6235.0 41446 l1 PP0 6.0 2.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 80001951.0
1405 6235.0 41446 l1 PP0 6.0 3.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 3.0 80001952.0
1406 6235.0 41446 l1 PP0 6.0 4.0 1.0 1.0 0.0 0.0 2.0 4.0 6.0 8.0 80004096.0
1407 6235.0 41446 l1 PP0 6.0 5.0 1.0 1.0 1.0 0.0 2.0 4.0 6.0 5.0 80004097.0
1408 6235.0 41446 l1 PP0 6.0 6.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 8.0 80005385.0
1409 6235.0 41446 l1 PP0 6.0 7.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 6.0 80005386.0
1410 6235.0 41446 l1 PP0 6.0 8.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 9.0 80005949.0
1411 6235.0 41446 l1 PP0 6.0 9.0 1.0 1.0 1.0 0.0 2.0 6.0 9.0 7.0 80005950.0
1412 6235.0 41446 l1 PP0 6.0 10.0 1.0 1.0 0.0 0.0 1.0 2.0 11.0 36.0 80007396.0
1413 6235.0 41446 l1 PP0 6.0 11.0 1.0 1.0 0.0 0.0 1.0 10.0 35.0 42.0 80007397.0
1414 6235.0 41446 l1 PP0 6.0 12.0 1.0 1.0 1.0 0.0 9.0 34.0 41.0 24.0 80007398.0
1415 6235.0 41446 l1 PP0 6.0 13.0 1.0 1.0 0.0 0.0 25.0 32.0 15.0 0.0 80007399.0
1416 6235.0 41446 l1 PP0 7.0 0.0 1.0 1.0 0.0 0.0 0.0 3.0 28.0 55.0 80000343.0
1417 6235.0 41446 l1 PP0 7.0 1.0 1.0 1.0 1.0 0.0 3.0 28.0 55.0 50.0 80000344.0
1418 6235.0 41446 l1 PP0 7.0 2.0 1.0 1.0 0.0 0.0 25.0 52.0 47.0 23.0 80000345.0
1419 6235.0 41446 l1 PP0 7.0 3.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 16.0 80001950.0
1420 6235.0 41446 l1 PP0 7.0 4.0 1.0 1.0 1.0 0.0 0.0 7.0 16.0 16.0 80001951.0
1421 6235.0 41446 l1 PP0 7.0 5.0 1.0 1.0 1.0 0.0 7.0 16.0 16.0 10.0 80001952.0
1422 6235.0 41446 l1 PP0 7.0 6.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 5.0 80002489.0
1423 6235.0 41446 l1 PP0 7.0 7.0 1.0 1.0 0.0 0.0 4.0 8.0 6.0 5.0 80002490.0
1424 6235.0 41446 l1 PP0 7.0 8.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 80003511.0
